user_id,variant,region,device,session_minutes,purchased
754,control,South,mobile,2.776,0
755,treatment,South,mobile,3.442,0
756,treatment,Mountain,mobile,2.987,0
757,control,West,mobile,10.515,0
758,treatment,Mountain,desktop,9.627,0
759,treatment,West,mobile,3.242,0
760,treatment,Midwest,mobile,3.386,0
761,control,South,desktop,1.355,0
762,control,Mountain,mobile,1.067,0
763,treatment,Mountain,mobile,14.15,0
764,treatment,Midwest,mobile,4.097,0
765,control,Mountain,desktop,2.001,0
766,control,Midwest,desktop,1.65,0
767,treatment,South,mobile,13.846,0
768,treatment,South,mobile,10.328,0
769,treatment,West,desktop,5.065,0
770,treatment,Midwest,desktop,2.926,0
771,control,West,mobile,5.302,0
772,treatment,West,mobile,1.882,0
773,control,West,desktop,2.496,0
774,treatment,West,desktop,3.897,0
775,treatment,Mountain,desktop,4.189,0
776,treatment,South,mobile,7.48,0
777,control,Mountain,mobile,0.621,0
778,treatment,Midwest,mobile,10.327,1
779,treatment,Midwest,desktop,3.977,0
780,treatment,Mountain,desktop,16.298,0
781,treatment,West,mobile,6.732,1
782,treatment,Northeast,desktop,5.705,0
783,treatment,South,mobile,1.345,0
784,treatment,South,mobile,3.827,0
785,control,West,desktop,3.353,0
786,treatment,West,mobile,1.667,0
787,control,West,mobile,3.225,0
788,control,Midwest,desktop,2.311,0
789,treatment,West,mobile,1.76,1
790,treatment,Mountain,mobile,2.858,0
791,control,Northeast,mobile,9.116,0
792,control,West,desktop,5.379,1
793,treatment,Midwest,desktop,6.722,0
794,control,South,mobile,8.001,0
795,treatment,South,mobile,4.916,0
796,control,West,mobile,1.275,0
797,control,South,mobile,14.738,0
798,control,West,desktop,5.232,0
799,treatment,Northeast,mobile,7.379,0
800,control,Mountain,mobile,8.049,0
801,control,South,desktop,9.08,0
802,control,Northeast,desktop,5.288,0
803,treatment,West,desktop,10.12,0
804,treatment,West,desktop,4.975,0
805,control,South,desktop,2.296,0
806,treatment,Midwest,mobile,1.358,1
807,treatment,West,mobile,5.148,0
808,control,Midwest,mobile,8.841,0
809,control,South,desktop,2.064,0
810,treatment,Midwest,desktop,4.118,0
811,control,South,desktop,12.213,0
812,control,Northeast,desktop,4.685,0
813,treatment,South,desktop,1.502,0
814,control,West,desktop,2.876,0
815,treatment,West,mobile,13.109,0
816,treatment,South,mobile,2.109,0
817,treatment,Midwest,mobile,3.194,0
818,control,West,desktop,7.203,0
819,control,South,mobile,3.684,0
820,treatment,West,mobile,4.501,0
821,treatment,Northeast,desktop,4.344,0
822,control,Midwest,mobile,2.568,0
823,control,Midwest,desktop,2.215,0
824,control,West,mobile,7.517,0
825,control,West,desktop,7.124,0
826,control,Mountain,mobile,0.978,0
827,treatment,South,desktop,3.507,0
828,treatment,Northeast,mobile,3.853,0
829,treatment,Mountain,desktop,3.034,0
830,treatment,Mountain,mobile,2.554,0
831,treatment,Midwest,mobile,9.144,0
832,control,West,mobile,16.674,0
833,treatment,South,mobile,2.9,1
834,control,South,desktop,5.562,0
835,treatment,Northeast,desktop,7.014,0
836,control,South,mobile,9.306,0
837,control,South,desktop,7.565,1
838,control,Mountain,mobile,4.95,0
839,control,South,mobile,3.301,0
840,treatment,South,mobile,0.168,0
841,treatment,Northeast,mobile,3.245,0
842,control,Midwest,desktop,7.63,0
843,treatment,Northeast,mobile,5.122,0
844,treatment,Northeast,desktop,3.558,0
845,control,Mountain,mobile,0.651,0
846,control,Midwest,mobile,12.017,0
847,treatment,Midwest,mobile,3.693,1
848,control,South,mobile,4.476,1
849,control,Northeast,mobile,18.108,0
850,control,Mountain,mobile,2.927,0
851,treatment,West,desktop,6.388,0
852,treatment,Midwest,mobile,18.089,0
853,control,Northeast,desktop,5.392,0
854,control,Midwest,mobile,2.455,0
855,control,West,mobile,1.229,0
856,treatment,South,mobile,4.373,0
857,treatment,South,mobile,5.473,1
858,treatment,South,mobile,4.399,0
859,control,South,mobile,3.606,0
860,control,Midwest,mobile,6.511,0
861,control,Midwest,mobile,5.356,1
862,control,Mountain,mobile,6.336,0
863,control,West,desktop,3.398,0
864,control,Midwest,mobile,5.651,0
865,control,Northeast,desktop,6.68,1
866,treatment,Mountain,mobile,10.468,0
867,treatment,West,desktop,0.761,0
868,control,West,desktop,1.156,1
869,control,South,mobile,9.316,1
870,control,Midwest,mobile,5.397,0
871,treatment,West,mobile,2.669,0
872,treatment,West,mobile,9.493,1
873,control,Midwest,mobile,2.85,0
874,control,West,desktop,4.533,0
875,control,West,mobile,2.384,0
876,control,South,desktop,18.182,0
877,control,Northeast,mobile,5.893,0
878,treatment,Mountain,mobile,2.559,0
879,treatment,Midwest,mobile,11.922,0
880,treatment,Northeast,mobile,2.64,0
881,control,Mountain,mobile,1.777,1
882,control,Midwest,mobile,5.709,0
883,treatment,West,mobile,4.565,0
884,treatment,West,mobile,1.113,0
885,control,Midwest,mobile,6.842,1
886,control,Midwest,mobile,6.335,0
887,control,South,desktop,1.827,0
888,treatment,Mountain,mobile,5.047,0
889,control,Midwest,mobile,6.428,0
890,control,Northeast,desktop,5.887,0
891,control,West,mobile,9.657,0
892,treatment,West,mobile,11.079,1
893,treatment,West,mobile,4.099,0
894,control,South,desktop,0.865,0
895,control,West,mobile,3.467,0
896,control,Midwest,desktop,5.811,0
897,treatment,Northeast,desktop,2.762,0
898,treatment,South,desktop,12.534,0
899,treatment,Midwest,mobile,5.158,1
900,treatment,Northeast,desktop,3.685,0
901,treatment,West,desktop,4.775,0
902,control,Northeast,desktop,3.73,0
903,control,Midwest,mobile,2.648,0
904,treatment,Northeast,desktop,4.738,0
905,control,Northeast,desktop,1.042,0
906,control,Northeast,mobile,2.899,0
907,treatment,Mountain,mobile,1.346,0
908,control,Mountain,desktop,2.019,0
909,treatment,West,mobile,7.332,0
910,control,Northeast,mobile,1.79,0
911,treatment,Mountain,mobile,6.929,0
912,treatment,South,desktop,0.1,0
913,control,Mountain,mobile,1.725,0
914,control,West,mobile,8.379,0
915,treatment,Midwest,mobile,7.443,1
916,treatment,West,desktop,4.137,0
917,treatment,Midwest,mobile,0.935,0
918,treatment,South,mobile,1.613,0
919,control,South,desktop,3.138,0
920,control,South,mobile,4.554,0
921,control,West,mobile,1.983,0
922,treatment,West,mobile,9.21,0
923,treatment,Mountain,mobile,3.343,0
924,control,South,desktop,2.017,0
925,control,Mountain,mobile,5.919,0
926,treatment,West,mobile,11.573,0
927,control,Midwest,mobile,1.59,0
928,control,Northeast,mobile,3.933,0
929,control,Midwest,mobile,3.233,0
930,control,South,mobile,4.679,0
931,treatment,West,desktop,2.986,0
932,treatment,South,desktop,7.3,0
933,treatment,Midwest,mobile,7.482,0
934,control,South,mobile,2.875,1
935,control,Midwest,desktop,4.996,0
936,treatment,West,desktop,3.955,0
937,control,Midwest,mobile,12.244,0
938,control,Northeast,mobile,3.746,0
939,control,West,mobile,6.225,0
940,treatment,South,mobile,16.607,0
941,control,Northeast,mobile,9.587,0
942,treatment,West,mobile,3.833,0
943,treatment,Midwest,mobile,2.939,0
944,control,West,mobile,1.75,0
945,control,South,desktop,6.395,0
946,control,Mountain,desktop,3.832,0
947,treatment,Northeast,desktop,3.529,0
948,treatment,Midwest,desktop,9.379,0
949,control,South,mobile,1.738,0
950,control,Midwest,mobile,13.633,0
951,control,West,desktop,1.969,0
952,control,Mountain,desktop,0.1,0
953,treatment,South,mobile,1.903,0
954,control,Midwest,mobile,3.412,0
955,control,Northeast,mobile,13.7,1
956,control,West,desktop,3.934,1
957,control,Midwest,mobile,2.72,0
958,treatment,South,mobile,3.569,0
959,control,Midwest,mobile,12.402,0
960,control,Midwest,mobile,1.435,0
961,control,Mountain,mobile,2.284,0
962,treatment,South,mobile,2.242,1
963,treatment,West,mobile,10.354,0
964,treatment,West,mobile,7.764,0
965,control,Northeast,mobile,2.958,0
966,treatment,South,desktop,4.505,0
967,control,South,mobile,3.227,0
968,treatment,Northeast,mobile,4.535,1
969,treatment,Northeast,mobile,1.422,0
970,control,South,mobile,7.59,0
971,treatment,South,desktop,3.003,0
972,treatment,South,mobile,2.716,0
973,control,South,mobile,4.704,0
974,control,South,desktop,3.289,0
975,treatment,Midwest,desktop,6.358,0
976,treatment,Northeast,desktop,8.778,0
977,control,West,desktop,9.911,0
978,control,South,desktop,10.442,0
979,treatment,Midwest,mobile,6.523,0
980,treatment,Mountain,desktop,2.311,0
981,control,Northeast,mobile,10.262,1
982,treatment,West,mobile,3.164,0
983,control,Mountain,desktop,8.188,0
984,treatment,Midwest,mobile,4.283,0
985,control,West,mobile,0.44,0
986,treatment,Mountain,mobile,0.551,0
987,treatment,Mountain,mobile,5.325,0
988,control,West,mobile,2.596,0
989,control,West,mobile,6.979,0
990,treatment,West,desktop,5.165,0
991,control,West,mobile,5.02,0
992,treatment,Midwest,mobile,2.609,1
993,treatment,West,desktop,7.103,0
994,treatment,Mountain,mobile,6.384,0
995,treatment,West,mobile,10.349,0
996,treatment,South,mobile,1.883,1
997,control,South,mobile,3.445,0
998,control,Midwest,desktop,11.998,0
999,treatment,Northeast,mobile,18.549,0
1000,treatment,Midwest,mobile,7.52,0
1001,treatment,Northeast,mobile,10.155,0
1002,treatment,South,desktop,3.079,0
1003,control,West,mobile,0.707,0
1004,control,South,mobile,6.668,0
1005,control,West,desktop,8.085,0
1006,treatment,South,desktop,5.009,0
1007,treatment,Northeast,mobile,3.535,1
1008,treatment,West,mobile,1.729,0
1009,control,Midwest,mobile,1.28,0
1010,treatment,Northeast,desktop,2.781,0
1011,control,West,mobile,2.834,1
1012,control,Midwest,desktop,2.195,0
1013,treatment,West,mobile,5.732,0
1014,control,Northeast,desktop,3.364,1
1015,control,South,mobile,3.606,0
1016,control,West,mobile,6.084,0
1017,control,West,mobile,7.138,1
1018,control,Midwest,desktop,4.247,0
1019,treatment,Mountain,mobile,4.933,0
1020,control,Mountain,desktop,0.783,0
1021,control,Northeast,mobile,9.74,0
1022,treatment,Midwest,desktop,0.618,0
1023,control,South,mobile,4.393,0
1024,control,South,mobile,0.951,0
1025,treatment,South,desktop,7.735,0
1026,control,Northeast,desktop,2.835,0
1027,control,West,mobile,2.339,0
1028,control,West,desktop,6.582,0
1029,treatment,Northeast,mobile,5.965,0
1030,control,Midwest,desktop,0.541,0
1031,control,South,mobile,10.02,0
1032,treatment,West,mobile,1.482,0
1033,treatment,West,mobile,0.895,0
1034,control,South,desktop,2.511,0
1035,treatment,South,mobile,1.339,0
1036,control,Mountain,mobile,1.347,0
1037,control,West,desktop,3.218,0
1038,control,Midwest,mobile,3.986,0
1039,control,South,desktop,3.96,0
1040,control,West,mobile,6.811,1
1041,treatment,Mountain,desktop,0.498,0
1042,treatment,South,desktop,3.725,0
1043,control,South,desktop,1.124,0
1044,control,Northeast,mobile,11.934,0
1045,control,Midwest,desktop,6.408,0
1046,control,South,mobile,7.927,0
1047,treatment,Midwest,desktop,6.664,0
1048,control,West,mobile,5.905,1
1049,treatment,Northeast,mobile,5.775,0
1050,control,Mountain,mobile,6.117,0
1051,control,Northeast,mobile,7.812,0
1052,treatment,South,mobile,5.551,0
1053,treatment,Northeast,mobile,1.45,0
1054,control,West,mobile,4.287,0
1055,treatment,South,desktop,8.511,0
1056,treatment,South,mobile,6.491,0
1057,control,West,desktop,5.883,0
1058,control,Northeast,desktop,3.492,0
1059,control,South,desktop,6.416,0
1060,treatment,West,mobile,2.61,1
1061,treatment,South,desktop,7.655,0
1062,treatment,Mountain,mobile,3.903,0
1063,control,Midwest,desktop,0.172,0
1064,treatment,Midwest,desktop,4.656,0
1065,control,South,mobile,1.678,0
1066,control,Midwest,mobile,1.956,0
1067,treatment,West,mobile,3.087,0
1068,treatment,Midwest,desktop,2.885,0
1069,control,Northeast,mobile,9.325,0
1070,control,West,mobile,2.523,0
1071,control,South,mobile,3.263,1
1072,control,South,mobile,13.586,1
1073,treatment,West,mobile,1.45,0
1074,control,South,desktop,4.95,0
1075,treatment,West,mobile,4.282,0
1076,control,West,mobile,5.348,0
1077,control,Midwest,desktop,8.642,0
1078,control,Northeast,mobile,4.863,0
1079,treatment,Mountain,desktop,7.539,0
1080,treatment,South,mobile,4.987,0
1081,treatment,Midwest,mobile,1.489,0
1082,treatment,Northeast,mobile,9.517,0
1083,treatment,West,mobile,1.395,0
1084,treatment,Mountain,mobile,2.427,0
1085,control,Northeast,desktop,4.051,0
1086,control,Mountain,mobile,0.356,0
1087,treatment,Northeast,mobile,8.898,0
1088,treatment,South,mobile,12.062,1
1089,treatment,Northeast,desktop,2.459,0
1090,control,Midwest,mobile,6.467,1
1091,treatment,West,mobile,6.562,0
1092,treatment,Northeast,desktop,3.195,0
1093,treatment,Midwest,mobile,1.132,0
1094,control,Northeast,desktop,5.758,0
1095,treatment,South,desktop,4.986,0
1096,control,West,mobile,2.866,0
1097,treatment,Midwest,mobile,1.254,0
1098,treatment,West,desktop,12.657,0
1099,control,Midwest,desktop,8.809,1
1100,control,Northeast,mobile,4.563,0
1101,control,South,mobile,2.269,1
1102,treatment,West,desktop,20.46,1
1103,control,South,mobile,4.544,0
1104,control,Northeast,mobile,11.346,0
1105,treatment,South,desktop,1.312,0
1106,control,West,desktop,5.706,0
1107,treatment,Midwest,desktop,4.288,0
1108,control,West,desktop,2.262,0
1109,treatment,South,desktop,1.216,0
1110,control,Midwest,desktop,7.241,0
1111,treatment,Mountain,mobile,9.391,0
1112,treatment,South,mobile,5.737,1
1113,control,Midwest,mobile,0.749,0
1114,control,Mountain,desktop,3.661,0
1115,treatment,Northeast,mobile,8.405,0
1116,treatment,Midwest,desktop,24.828,0
1117,control,South,desktop,8.277,1
1118,control,Northeast,mobile,9.481,0
1119,treatment,Midwest,mobile,2.297,0
1120,treatment,Mountain,desktop,3.158,0
1121,control,West,mobile,2.305,0
1122,treatment,West,mobile,2.08,0
1123,control,Northeast,mobile,2.698,1
1124,treatment,South,desktop,3.775,0
1125,treatment,Northeast,mobile,2.773,1
1126,treatment,Mountain,desktop,12.712,0
1127,control,Midwest,mobile,5.375,0
1128,treatment,Midwest,mobile,5.047,0
1129,control,Midwest,mobile,0.334,0
1130,treatment,Northeast,desktop,8.308,1
1131,treatment,Midwest,mobile,6.478,0
1132,control,South,mobile,3.449,0
1133,treatment,West,mobile,7.546,1
1134,treatment,Mountain,mobile,0.743,0
1135,treatment,Northeast,mobile,6.15,0
1136,control,West,desktop,0.686,0
1137,control,Northeast,desktop,0.698,0
1138,control,Mountain,mobile,10.341,0
1139,treatment,Mountain,desktop,1.445,0
1140,control,West,desktop,3.05,0
1141,control,Northeast,desktop,7.404,0
1142,control,West,mobile,8.841,0
1143,control,South,desktop,0.867,0
1144,control,Mountain,mobile,6.935,0
1145,treatment,South,mobile,4.887,0
1146,treatment,South,desktop,8.628,0
1147,treatment,South,mobile,9.084,0
1148,treatment,South,mobile,2.609,0
1149,treatment,West,mobile,7.83,1
1150,control,Northeast,desktop,3.427,0
1151,treatment,Northeast,desktop,4.824,0
1152,treatment,West,desktop,6.834,0
1153,control,West,mobile,1.178,0
1154,treatment,West,mobile,5.567,0
1155,treatment,West,desktop,6.01,0
1156,control,South,mobile,5.134,0
1157,treatment,South,mobile,3.623,0
1158,control,South,mobile,1.173,0
1159,treatment,Northeast,mobile,7.793,0
1160,treatment,Northeast,desktop,1.705,1
1161,control,Northeast,mobile,9.674,0
1162,control,Midwest,mobile,2.811,0
1163,treatment,Northeast,mobile,3.211,0
1164,control,West,desktop,6.676,0
1165,treatment,Midwest,mobile,5.033,0
1166,control,West,desktop,6.03,0
1167,control,West,desktop,3.878,0
1168,control,Northeast,desktop,1.316,0
1169,treatment,West,mobile,3.868,0
1170,control,Northeast,mobile,9.975,1
1171,control,Northeast,desktop,9.219,1
1172,treatment,Northeast,mobile,6.467,0
1173,treatment,West,desktop,7.899,1
1174,treatment,South,desktop,5.665,0
1175,treatment,West,desktop,3.077,0
1176,treatment,Mountain,mobile,0.307,1
1177,control,South,mobile,4.34,0
1178,control,Northeast,mobile,3.622,0
1179,treatment,West,mobile,4.484,0
1180,control,Midwest,mobile,2.362,0
1181,control,South,desktop,9.691,0
1182,treatment,Northeast,mobile,4.997,0
1183,treatment,West,mobile,6.797,0
1184,treatment,South,mobile,1.71,0
1185,treatment,Midwest,mobile,8.797,0
1186,control,Midwest,desktop,4.462,0
1187,treatment,Midwest,desktop,4.12,1
1188,control,Midwest,mobile,2.655,0
1189,control,South,mobile,2.493,0
1190,treatment,Midwest,mobile,8.719,1
1191,control,South,mobile,0.408,0
1192,treatment,Midwest,desktop,5.419,0
1193,treatment,Midwest,mobile,9.211,0
1194,treatment,Northeast,mobile,4.382,1
1195,treatment,West,desktop,8.499,0
1196,treatment,Midwest,mobile,3.293,0
1197,control,Midwest,mobile,6.582,0
1198,control,Midwest,mobile,2.875,0
1199,control,South,mobile,1.452,0
1200,treatment,West,mobile,9.506,0
1201,control,Midwest,desktop,1.754,0
1202,control,Northeast,mobile,10.398,0
1203,control,Northeast,mobile,5.435,0
1204,control,Mountain,mobile,5.273,0
1205,treatment,West,desktop,10.503,0
1206,control,Midwest,mobile,3.872,0
1207,control,Northeast,mobile,11.82,0
1208,control,West,mobile,3.448,0
1209,control,South,desktop,4.806,1
1210,treatment,West,mobile,3.41,0
1211,treatment,Northeast,desktop,9.639,0
1212,treatment,West,mobile,4.425,0
1213,control,Midwest,mobile,5.181,0
1214,treatment,Northeast,mobile,4.346,0
1215,treatment,South,mobile,6.165,0
1216,control,Northeast,mobile,4.31,0
1217,treatment,West,mobile,7.635,0
1218,treatment,West,mobile,12.272,0
1219,control,South,desktop,2.208,0
1220,control,Northeast,desktop,5.188,0
1221,control,Midwest,mobile,2.717,0
1222,treatment,Northeast,desktop,9.756,0
1223,treatment,West,desktop,2.16,0
1224,treatment,Mountain,desktop,4.998,1
1225,control,Midwest,desktop,3.929,0
1226,treatment,Northeast,desktop,3.978,0
1227,control,Northeast,mobile,1.973,0
1228,control,Northeast,mobile,1.731,0
1229,treatment,Midwest,mobile,5.427,0
1230,treatment,Midwest,mobile,13.315,0
1231,control,West,desktop,5.365,0
1232,treatment,Midwest,mobile,4.509,0
1233,control,West,mobile,7.834,1
1234,treatment,West,mobile,9.773,0
1235,treatment,Midwest,mobile,1.846,0
1236,treatment,Northeast,mobile,2.779,0
1237,control,West,desktop,2.196,0
1238,treatment,Midwest,mobile,2.977,1
1239,control,South,desktop,5.274,0
1240,control,West,mobile,14.686,0
1241,treatment,Midwest,mobile,0.733,0
1242,control,South,desktop,7.431,0
1243,control,Mountain,desktop,1.805,0
1244,control,South,mobile,0.64,0
1245,treatment,West,desktop,4.013,0
1246,treatment,West,mobile,10.592,0
1247,control,Midwest,mobile,2.27,0
1248,control,South,desktop,2.09,0
1249,treatment,Midwest,mobile,7.17,0
1250,treatment,West,desktop,2.889,1
1251,control,Northeast,mobile,4.757,0
1252,treatment,Midwest,mobile,3.232,0
1253,control,Midwest,desktop,5.435,0
1254,control,West,mobile,13.927,0
1255,treatment,West,mobile,4.288,0
1256,control,Northeast,mobile,9.283,0
1257,control,South,desktop,4.939,0
1258,treatment,Northeast,mobile,3.478,1
1259,control,South,mobile,1.637,0
1260,treatment,West,mobile,4.212,0
1261,treatment,Midwest,mobile,6.365,0
1262,control,Midwest,mobile,7.873,1
1263,treatment,West,desktop,1.557,0
1264,control,Midwest,mobile,9.088,0
1265,control,South,desktop,5.567,0
1266,control,South,mobile,4.862,0
1267,control,Mountain,mobile,0.178,0
1268,control,Northeast,desktop,9.745,0
1269,treatment,Northeast,mobile,3.167,0
1270,treatment,South,mobile,2.588,1
1271,treatment,West,desktop,6.856,0
1272,control,South,mobile,2.52,0
1273,treatment,West,desktop,7.862,0
1274,control,Mountain,mobile,1.57,0
1275,control,South,mobile,6.391,0
1276,treatment,Midwest,desktop,6.676,0
1277,control,South,desktop,9.604,1
1278,control,Mountain,desktop,2.332,0
1279,control,Midwest,mobile,1.251,0
1280,control,West,mobile,2.125,1
1281,treatment,South,desktop,12.247,0
1282,control,West,mobile,1.638,1
1283,treatment,South,mobile,3.195,0
1284,treatment,Midwest,mobile,22.085,0
1285,control,West,mobile,2.289,1
1286,treatment,Midwest,desktop,3.326,1
1287,treatment,Northeast,desktop,2.326,0
1288,control,South,mobile,5.072,1
1289,treatment,Mountain,desktop,4.355,0
1290,control,West,mobile,4.578,0
1291,control,West,desktop,3.945,0
1292,control,South,mobile,5.904,0
1293,control,Northeast,mobile,1.726,0
1294,treatment,Mountain,mobile,9.111,0
1295,treatment,Midwest,mobile,3.761,0
1296,treatment,Northeast,mobile,4.26,0
1297,treatment,Mountain,mobile,9.22,0
1298,control,Mountain,mobile,8.707,0
1299,control,South,mobile,2.266,0
1300,control,Mountain,desktop,1.029,0
1301,treatment,Northeast,mobile,7.653,0
1302,control,South,mobile,8.414,0
1303,control,South,mobile,6.057,0
1304,treatment,West,mobile,12.873,0
1305,control,South,mobile,9.658,0
1306,control,Northeast,desktop,1.62,1
1307,treatment,Northeast,mobile,4.37,0
1308,control,Midwest,mobile,5.458,0
1309,treatment,Northeast,mobile,7.046,0
1310,control,Northeast,mobile,6.692,0
1311,control,West,desktop,6.707,0
1312,control,Northeast,mobile,15.677,0
1313,control,Northeast,desktop,5.905,0
1314,treatment,South,desktop,3.44,0
1315,treatment,Mountain,desktop,9.889,0
1316,control,South,desktop,1.484,0
1317,treatment,Northeast,desktop,10.067,0
1318,treatment,West,desktop,4.547,0
1319,control,Northeast,mobile,3.282,0
1320,control,South,mobile,3.851,1
1321,control,Midwest,mobile,4.453,0
1322,control,Northeast,mobile,10.192,0
1323,control,Northeast,mobile,3.285,0
1324,control,South,mobile,3.411,0
1325,treatment,Midwest,desktop,5.415,0
1326,treatment,West,desktop,9.774,0
1327,treatment,Northeast,mobile,2.815,0
1328,control,South,desktop,9.301,0
1329,treatment,South,mobile,1.038,0
1330,treatment,Midwest,desktop,3.877,0
1331,control,Midwest,mobile,2.405,0
1332,treatment,South,mobile,0.435,0
1333,control,West,mobile,12.403,0
1334,control,West,mobile,6.138,0
1335,treatment,Midwest,desktop,16.269,0
1336,control,West,desktop,10.221,0
1337,control,Midwest,desktop,2.082,1
1338,treatment,West,mobile,2.784,0
1339,treatment,South,mobile,5.991,0
1340,control,South,desktop,2.685,0
1341,treatment,Midwest,mobile,13.413,0
1342,control,Northeast,mobile,4.325,0
1343,control,Midwest,desktop,10.576,0
1344,treatment,Northeast,mobile,8.294,0
1345,treatment,South,desktop,8.754,0
1346,treatment,South,desktop,7.946,0
1347,control,Midwest,mobile,6.457,0
1348,treatment,South,mobile,2.247,0
1349,control,South,mobile,1.068,0
1350,treatment,Mountain,mobile,5.339,0
1351,control,South,desktop,2.613,0
1352,treatment,Mountain,desktop,6.948,0
1353,control,West,mobile,6.994,0
1354,treatment,South,desktop,7.872,0
1355,treatment,Midwest,desktop,6.719,0
1356,treatment,West,mobile,1.767,0
1357,treatment,Northeast,desktop,2.935,0
1358,treatment,South,desktop,1.374,0
1359,treatment,West,mobile,13.594,0
1360,treatment,Mountain,mobile,9.726,0
1361,treatment,South,mobile,2.684,1
1362,control,Mountain,mobile,1.898,0
1363,treatment,West,desktop,7.909,1
1364,treatment,West,desktop,1.628,0
1365,control,Midwest,mobile,3.736,0
1366,treatment,South,mobile,0.501,0
1367,treatment,Northeast,mobile,3.791,1
1368,treatment,Midwest,desktop,11.407,0
1369,treatment,Mountain,mobile,0.514,1
1370,control,West,desktop,4.36,0
1371,treatment,South,mobile,13.341,0
1372,treatment,West,mobile,5.569,0
1373,treatment,West,mobile,9.833,0
1374,treatment,West,desktop,6.15,0
1375,control,Mountain,desktop,0.484,0
1376,control,South,mobile,2.295,0
1377,treatment,Mountain,desktop,1.371,0
1378,treatment,West,desktop,3.704,1
1379,control,Northeast,mobile,8.536,0
1380,treatment,West,mobile,2.161,0
1381,treatment,Mountain,desktop,5.296,0
1382,treatment,West,mobile,11.032,0
1383,treatment,West,mobile,2.264,0
1384,treatment,South,desktop,16.527,0
1385,control,West,mobile,4.092,0
1386,treatment,South,mobile,0.348,0
1387,control,Mountain,mobile,2.103,0
1388,treatment,Midwest,mobile,7.575,0
1389,control,West,desktop,11.796,0
1390,control,Midwest,mobile,2.291,0
1391,treatment,Mountain,mobile,1.161,0
1392,treatment,Midwest,desktop,2.505,0
1393,control,Mountain,mobile,1.475,0
1394,treatment,South,desktop,1.364,1
1395,control,South,mobile,6.891,0
1396,control,South,mobile,4.46,0
1397,treatment,Midwest,mobile,1.423,0
1398,control,West,mobile,5.681,0
1399,control,Northeast,mobile,7.338,0
1400,treatment,Mountain,mobile,1.589,0
1401,treatment,Midwest,desktop,1.414,0
1402,treatment,Northeast,mobile,2.645,0
1403,control,West,mobile,14.683,1
1404,control,Northeast,desktop,3.969,0
1405,control,South,mobile,6.864,0
1406,treatment,Mountain,mobile,2.717,0
1407,treatment,Midwest,mobile,6.154,0
1408,control,Midwest,mobile,6.108,0
1409,control,South,mobile,2.223,0
1410,treatment,West,mobile,1.175,0
1411,treatment,West,desktop,11.623,0
1412,control,Midwest,mobile,7.283,0
1413,control,Midwest,mobile,4.29,0
1414,treatment,West,mobile,5.012,0
1415,treatment,Northeast,mobile,2.976,1
1416,control,Northeast,desktop,1.959,0
1417,treatment,West,mobile,2.146,0
1418,control,South,mobile,0.876,0
1419,control,West,desktop,5.976,0
1420,treatment,South,mobile,1.091,0
1421,control,South,mobile,12.028,0
1422,treatment,West,desktop,3.459,0
1423,treatment,Northeast,desktop,3.97,1
1424,control,West,desktop,6.557,0
1425,treatment,Midwest,mobile,5.058,0
1426,treatment,Northeast,mobile,1.865,0
1427,treatment,Mountain,mobile,3.84,0
1428,control,Midwest,desktop,2.649,1
1429,control,Midwest,mobile,0.305,1
1430,treatment,Northeast,desktop,4.878,0
1431,control,West,mobile,7.659,0
1432,control,South,mobile,0.469,0
1433,control,Northeast,mobile,7.813,0
1434,control,Mountain,mobile,0.664,0
1435,treatment,Northeast,desktop,2.573,0
1436,treatment,Mountain,mobile,7.796,1
1437,control,Mountain,mobile,3.703,0
1438,control,Mountain,mobile,4.631,0
1439,treatment,West,mobile,14.156,0
1440,treatment,West,desktop,13.48,1
1441,treatment,West,mobile,5.954,0
1442,control,Mountain,mobile,3.846,0
1443,control,South,desktop,0.437,0
1444,treatment,Mountain,desktop,10.377,0
1445,treatment,South,desktop,3.07,0
1446,treatment,West,mobile,7.058,0
1447,control,Midwest,desktop,10.74,1
1448,treatment,Mountain,desktop,2.387,0
1449,control,Northeast,mobile,3.826,0
1450,treatment,West,mobile,2.613,1
1451,control,Midwest,mobile,4.264,0
1452,control,South,mobile,10.548,0
1453,treatment,Midwest,desktop,13.879,0
1454,treatment,South,mobile,6.549,0
1455,treatment,West,mobile,13.892,0
1456,control,Midwest,mobile,4.459,1
1457,control,South,mobile,1.672,0
1458,control,South,mobile,6.131,0
1459,treatment,South,mobile,3.715,0
1460,treatment,South,mobile,6.948,0
1461,treatment,Northeast,mobile,7.015,0
1462,treatment,Midwest,desktop,10.371,0
1463,treatment,West,desktop,3.152,0
1464,treatment,Northeast,mobile,9.744,0
1465,treatment,West,desktop,5.255,0
1466,treatment,Midwest,mobile,17.399,0
1467,treatment,Midwest,desktop,1.692,1
1468,control,Mountain,desktop,3.401,0
1469,treatment,West,desktop,6.498,0
1470,treatment,Midwest,desktop,1.61,0
1471,treatment,Mountain,desktop,14.356,1
1472,control,Northeast,mobile,5.583,0
1473,treatment,Midwest,desktop,2.78,0
1474,treatment,West,mobile,5.034,0
1475,treatment,South,mobile,20.539,0
1476,treatment,Midwest,mobile,3.838,0
1477,control,Mountain,desktop,8.329,0
1478,treatment,West,desktop,8.753,0
1479,control,Midwest,desktop,3.762,0
1480,treatment,Northeast,desktop,1.469,0
1481,control,South,desktop,3.955,0
